,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
205956,Polk County,FL,Henry County,GA,65,960,960000,1819,2018,2019,inflow,Henry County-Polk County-FL-1819,"Polk County, FL"
205957,Maricopa County,AZ,Henry County,GA,41,779,779000,1819,2018,2019,inflow,Henry County-Maricopa County-AZ-1819,"Maricopa County, AZ"
205958,Richland County,SC,Henry County,GA,51,809,809000,1819,2018,2019,inflow,Henry County-Richland County-SC-1819,"Richland County, SC"
205959,Harris County,TX,Henry County,GA,48,829,829000,1819,2018,2019,inflow,Henry County-Harris County-TX-1819,"Harris County, TX"
205960,Forsyth County,GA,Henry County,GA,47,1886,1886000,1819,2018,2019,inflow,Henry County-Forsyth County-GA-1819,"Forsyth County, GA"
205961,Essex County,NJ,Henry County,GA,39,1067,1067000,1819,2018,2019,inflow,Henry County-Essex County-NJ-1819,"Essex County, NJ"
205962,Lowndes County,GA,Henry County,GA,52,633,633000,1819,2018,2019,inflow,Henry County-Lowndes County-GA-1819,"Lowndes County, GA"
205963,Honolulu County,HI,Henry County,GA,38,904,904000,1819,2018,2019,inflow,Henry County-Honolulu County-HI-1819,"Honolulu County, HI"
205964,Hillsborough County,FL,Henry County,GA,47,572,572000,1819,2018,2019,inflow,Henry County-Hillsborough County-FL-1819,"Hillsborough County, FL"
205965,Jasper County,GA,Henry County,GA,44,807,807000,1819,2018,2019,inflow,Henry County-Jasper County-GA-1819,"Jasper County, GA"
205966,Prince George's County,MD,Henry County,GA,30,1551,1551000,1819,2018,2019,inflow,Henry County-Prince George's County-MD-1819,"Prince George's County, MD"
205967,Cumberland County,NC,Henry County,GA,36,1030,1030000,1819,2018,2019,inflow,Henry County-Cumberland County-NC-1819,"Cumberland County, NC"
205968,San Diego County,CA,Henry County,GA,42,1025,1025000,1819,2018,2019,inflow,Henry County-San Diego County-CA-1819,"San Diego County, CA"
205969,Brevard County,FL,Henry County,GA,33,769,769000,1819,2018,2019,inflow,Henry County-Brevard County-FL-1819,"Brevard County, FL"
205970,Barrow County,GA,Henry County,GA,33,845,845000,1819,2018,2019,inflow,Henry County-Barrow County-GA-1819,"Barrow County, GA"
205971,Troup County,GA,Henry County,GA,40,772,772000,1819,2018,2019,inflow,Henry County-Troup County-GA-1819,"Troup County, GA"
205972,Mecklenburg County,NC,Henry County,GA,43,821,821000,1819,2018,2019,inflow,Henry County-Mecklenburg County-NC-1819,"Mecklenburg County, NC"
205973,Davidson County,TN,Henry County,GA,31,678,678000,1819,2018,2019,inflow,Henry County-Davidson County-TN-1819,"Davidson County, TN"
206941,Rockdale County Total Migration-US and Foreign,GA,Rockdale County,GA,8094,152526,152526000,1819,2018,2019,inflow,Rockdale County total migration-1819,"Rockdale County Total Migration-US and Foreign, GA"
206946,DeKalb County,GA,Rockdale County,GA,2027,36977,36977000,1819,2018,2019,inflow,Rockdale County-DeKalb County-GA-1819,"DeKalb County, GA"
206947,Newton County,GA,Rockdale County,GA,1371,21869,21869000,1819,2018,2019,inflow,Rockdale County-Newton County-GA-1819,"Newton County, GA"
206948,Gwinnett County,GA,Rockdale County,GA,789,15507,15507000,1819,2018,2019,inflow,Rockdale County-Gwinnett County-GA-1819,"Gwinnett County, GA"
206949,Fulton County,GA,Rockdale County,GA,348,7323,7323000,1819,2018,2019,inflow,Rockdale County-Fulton County-GA-1819,"Fulton County, GA"
206950,Henry County,GA,Rockdale County,GA,352,6954,6954000,1819,2018,2019,inflow,Rockdale County-Henry County-GA-1819,"Henry County, GA"
206951,Clayton County,GA,Rockdale County,GA,249,3978,3978000,1819,2018,2019,inflow,Rockdale County-Clayton County-GA-1819,"Clayton County, GA"
206952,Walton County,GA,Rockdale County,GA,212,3475,3475000,1819,2018,2019,inflow,Rockdale County-Walton County-GA-1819,"Walton County, GA"
206953,Cobb County,GA,Rockdale County,GA,158,2929,2929000,1819,2018,2019,inflow,Rockdale County-Cobb County-GA-1819,"Cobb County, GA"
206954,Kings County,NY,Rockdale County,GA,72,2303,2303000,1819,2018,2019,inflow,Rockdale County-Kings County-NY-1819,"Kings County, NY"
206955,Broward County,FL,Rockdale County,GA,54,1141,1141000,1819,2018,2019,inflow,Rockdale County-Broward County-FL-1819,"Broward County, FL"
206956,Queens County,NY,Rockdale County,GA,64,984,984000,1819,2018,2019,inflow,Rockdale County-Queens County-NY-1819,"Queens County, NY"
206957,Clarke County,GA,Rockdale County,GA,43,846,846000,1819,2018,2019,inflow,Rockdale County-Clarke County-GA-1819,"Clarke County, GA"
206958,Douglas County,GA,Rockdale County,GA,51,679,679000,1819,2018,2019,inflow,Rockdale County-Douglas County-GA-1819,"Douglas County, GA"
206959,Miami-Dade County,FL,Rockdale County,GA,44,900,900000,1819,2018,2019,inflow,Rockdale County-Miami-Dade County-FL-1819,"Miami-Dade County, FL"
206960,Duval County,FL,Rockdale County,GA,40,597,597000,1819,2018,2019,inflow,Rockdale County-Duval County-FL-1819,"Duval County, FL"
206961,Muscogee County,GA,Rockdale County,GA,40,608,608000,1819,2018,2019,inflow,Rockdale County-Muscogee County-GA-1819,"Muscogee County, GA"
288754,Cherokee County Total Migration-US and Foreign,GA,Cherokee County,GA,20214,804863,804863000,1920,2019,2020,inflow,Cherokee County total migration-1920,"Cherokee County Total Migration-US and Foreign, GA"
288759,Cobb County,GA,Cherokee County,GA,5364,211013,211013000,1920,2019,2020,inflow,Cherokee County-Cobb County-GA-1920,"Cobb County, GA"
288760,Fulton County,GA,Cherokee County,GA,2757,134106,134106000,1920,2019,2020,inflow,Cherokee County-Fulton County-GA-1920,"Fulton County, GA"
288761,Forsyth County,GA,Cherokee County,GA,941,46300,46300000,1920,2019,2020,inflow,Cherokee County-Forsyth County-GA-1920,"Forsyth County, GA"
288762,Gwinnett County,GA,Cherokee County,GA,759,27065,27065000,1920,2019,2020,inflow,Cherokee County-Gwinnett County-GA-1920,"Gwinnett County, GA"
288763,DeKalb County,GA,Cherokee County,GA,447,20099,20099000,1920,2019,2020,inflow,Cherokee County-DeKalb County-GA-1920,"DeKalb County, GA"
288764,Bartow County,GA,Cherokee County,GA,518,12462,12462000,1920,2019,2020,inflow,Cherokee County-Bartow County-GA-1920,"Bartow County, GA"
288765,Pickens County,GA,Cherokee County,GA,509,13306,13306000,1920,2019,2020,inflow,Cherokee County-Pickens County-GA-1920,"Pickens County, GA"
288766,Paulding County,GA,Cherokee County,GA,485,22582,22582000,1920,2019,2020,inflow,Cherokee County-Paulding County-GA-1920,"Paulding County, GA"
288767,Gilmer County,GA,Cherokee County,GA,172,5656,5656000,1920,2019,2020,inflow,Cherokee County-Gilmer County-GA-1920,"Gilmer County, GA"
288768,Henry County,GA,Cherokee County,GA,151,7595,7595000,1920,2019,2020,inflow,Cherokee County-Henry County-GA-1920,"Henry County, GA"
288769,Broward County,FL,Cherokee County,GA,136,5326,5326000,1920,2019,2020,inflow,Cherokee County-Broward County-FL-1920,"Broward County, FL"
288770,Douglas County,GA,Cherokee County,GA,126,3775,3775000,1920,2019,2020,inflow,Cherokee County-Douglas County-GA-1920,"Douglas County, GA"
288771,Hall County,GA,Cherokee County,GA,93,3355,3355000,1920,2019,2020,inflow,Cherokee County-Hall County-GA-1920,"Hall County, GA"
288772,Los Angeles County,CA,Cherokee County,GA,104,5078,5078000,1920,2019,2020,inflow,Cherokee County-Los Angeles County-CA-1920,"Los Angeles County, CA"
288773,Clayton County,GA,Cherokee County,GA,117,1877,1877000,1920,2019,2020,inflow,Cherokee County-Clayton County-GA-1920,"Clayton County, GA"
288774,Hillsborough County,FL,Cherokee County,GA,112,2921,2921000,1920,2019,2020,inflow,Cherokee County-Hillsborough County-FL-1920,"Hillsborough County, FL"
288775,Miami-Dade County,FL,Cherokee County,GA,91,2326,2326000,1920,2019,2020,inflow,Cherokee County-Miami-Dade County-FL-1920,"Miami-Dade County, FL"
288776,Palm Beach County,FL,Cherokee County,GA,100,3246,3246000,1920,2019,2020,inflow,Cherokee County-Palm Beach County-FL-1920,"Palm Beach County, FL"
288777,Coweta County,GA,Cherokee County,GA,83,3670,3670000,1920,2019,2020,inflow,Cherokee County-Coweta County-GA-1920,"Coweta County, GA"
288778,Floyd County,GA,Cherokee County,GA,69,2350,2350000,1920,2019,2020,inflow,Cherokee County-Floyd County-GA-1920,"Floyd County, GA"
288779,Pinellas County,FL,Cherokee County,GA,67,2588,2588000,1920,2019,2020,inflow,Cherokee County-Pinellas County-FL-1920,"Pinellas County, FL"
288780,Maricopa County,AZ,Cherokee County,GA,79,3630,3630000,1920,2019,2020,inflow,Cherokee County-Maricopa County-AZ-1920,"Maricopa County, AZ"
288781,Fannin County,GA,Cherokee County,GA,67,2648,2648000,1920,2019,2020,inflow,Cherokee County-Fannin County-GA-1920,"Fannin County, GA"
288782,Orange County,FL,Cherokee County,GA,54,1874,1874000,1920,2019,2020,inflow,Cherokee County-Orange County-FL-1920,"Orange County, FL"
288783,Dawson County,GA,Cherokee County,GA,58,2015,2015000,1920,2019,2020,inflow,Cherokee County-Dawson County-GA-1920,"Dawson County, GA"
288784,Carroll County,GA,Cherokee County,GA,62,1374,1374000,1920,2019,2020,inflow,Cherokee County-Carroll County-GA-1920,"Carroll County, GA"
288785,Chatham County,GA,Cherokee County,GA,70,2538,2538000,1920,2019,2020,inflow,Cherokee County-Chatham County-GA-1920,"Chatham County, GA"
288786,Duval County,FL,Cherokee County,GA,54,1753,1753000,1920,2019,2020,inflow,Cherokee County-Duval County-FL-1920,"Duval County, FL"
288787,Gordon County,GA,Cherokee County,GA,54,1383,1383000,1920,2019,2020,inflow,Cherokee County-Gordon County-GA-1920,"Gordon County, GA"
288788,Walton County,GA,Cherokee County,GA,76,1998,1998000,1920,2019,2020,inflow,Cherokee County-Walton County-GA-1920,"Walton County, GA"
288789,Cook County,IL,Cherokee County,GA,49,1831,1831000,1920,2019,2020,inflow,Cherokee County-Cook County-IL-1920,"Cook County, IL"
288790,Lumpkin County,GA,Cherokee County,GA,47,2350,2350000,1920,2019,2020,inflow,Cherokee County-Lumpkin County-GA-1920,"Lumpkin County, GA"
288791,Clarke County,GA,Cherokee County,GA,44,989,989000,1920,2019,2020,inflow,Cherokee County-Clarke County-GA-1920,"Clarke County, GA"
288792,Harris County,TX,Cherokee County,GA,55,2626,2626000,1920,2019,2020,inflow,Cherokee County-Harris County-TX-1920,"Harris County, TX"
288793,Orange County,CA,Cherokee County,GA,58,2727,2727000,1920,2019,2020,inflow,Cherokee County-Orange County-CA-1920,"Orange County, CA"
288794,Lee County,FL,Cherokee County,GA,53,2217,2217000,1920,2019,2020,inflow,Cherokee County-Lee County-FL-1920,"Lee County, FL"
288795,San Diego County,CA,Cherokee County,GA,46,2874,2874000,1920,2019,2020,inflow,Cherokee County-San Diego County-CA-1920,"San Diego County, CA"
288796,Kings County,NY,Cherokee County,GA,50,1695,1695000,1920,2019,2020,inflow,Cherokee County-Kings County-NY-1920,"Kings County, NY"
288797,Barrow County,GA,Cherokee County,GA,47,1541,1541000,1920,2019,2020,inflow,Cherokee County-Barrow County-GA-1920,"Barrow County, GA"
288798,Fayette County,GA,Cherokee County,GA,46,1972,1972000,1920,2019,2020,inflow,Cherokee County-Fayette County-GA-1920,"Fayette County, GA"
288799,Newton County,GA,Cherokee County,GA,48,1264,1264000,1920,2019,2020,inflow,Cherokee County-Newton County-GA-1920,"Newton County, GA"
288800,Suffolk County,NY,Cherokee County,GA,56,2763,2763000,1920,2019,2020,inflow,Cherokee County-Suffolk County-NY-1920,"Suffolk County, NY"
288801,Tarrant County,TX,Cherokee County,GA,40,3105,3105000,1920,2019,2020,inflow,Cherokee County-Tarrant County-TX-1920,"Tarrant County, TX"
288802,Seminole County,FL,Cherokee County,GA,60,1485,1485000,1920,2019,2020,inflow,Cherokee County-Seminole County-FL-1920,"Seminole County, FL"
288803,Houston County,GA,Cherokee County,GA,44,1599,1599000,1920,2019,2020,inflow,Cherokee County-Houston County-GA-1920,"Houston County, GA"
288804,Brevard County,FL,Cherokee County,GA,40,935,935000,1920,2019,2020,inflow,Cherokee County-Brevard County-FL-1920,"Brevard County, FL"
288805,Polk County,GA,Cherokee County,GA,25,609,609000,1920,2019,2020,inflow,Cherokee County-Polk County-GA-1920,"Polk County, GA"
288806,Clark County,NV,Cherokee County,GA,29,1189,1189000,1920,2019,2020,inflow,Cherokee County-Clark County-NV-1920,"Clark County, NV"
288807,Mecklenburg County,NC,Cherokee County,GA,32,1504,1504000,1920,2019,2020,inflow,Cherokee County-Mecklenburg County-NC-1920,"Mecklenburg County, NC"
288808,Beaufort County,SC,Cherokee County,GA,40,1670,1670000,1920,2019,2020,inflow,Cherokee County-Beaufort County-SC-1920,"Beaufort County, SC"
288809,Hamilton County,TN,Cherokee County,GA,37,1742,1742000,1920,2019,2020,inflow,Cherokee County-Hamilton County-TN-1920,"Hamilton County, TN"
288869,Clayton County Total Migration-US and Foreign,GA,Clayton County,GA,26628,376022,376022000,1920,2019,2020,inflow,Clayton County total migration-1920,"Clayton County Total Migration-US and Foreign, GA"
288875,Fulton County,GA,Clayton County,GA,7522,95274,95274000,1920,2019,2020,inflow,Clayton County-Fulton County-GA-1920,"Fulton County, GA"
288876,DeKalb County,GA,Clayton County,GA,3566,46808,46808000,1920,2019,2020,inflow,Clayton County-DeKalb County-GA-1920,"DeKalb County, GA"
288877,Henry County,GA,Clayton County,GA,2897,46331,46331000,1920,2019,2020,inflow,Clayton County-Henry County-GA-1920,"Henry County, GA"
288878,Cobb County,GA,Clayton County,GA,948,14329,14329000,1920,2019,2020,inflow,Clayton County-Cobb County-GA-1920,"Cobb County, GA"
288879,Gwinnett County,GA,Clayton County,GA,836,11881,11881000,1920,2019,2020,inflow,Clayton County-Gwinnett County-GA-1920,"Gwinnett County, GA"
288880,Fayette County,GA,Clayton County,GA,573,9717,9717000,1920,2019,2020,inflow,Clayton County-Fayette County-GA-1920,"Fayette County, GA"
288881,Spalding County,GA,Clayton County,GA,435,5643,5643000,1920,2019,2020,inflow,Clayton County-Spalding County-GA-1920,"Spalding County, GA"
288882,Douglas County,GA,Clayton County,GA,284,4469,4469000,1920,2019,2020,inflow,Clayton County-Douglas County-GA-1920,"Douglas County, GA"
288883,Rockdale County,GA,Clayton County,GA,264,3571,3571000,1920,2019,2020,inflow,Clayton County-Rockdale County-GA-1920,"Rockdale County, GA"
288884,Coweta County,GA,Clayton County,GA,235,4521,4521000,1920,2019,2020,inflow,Clayton County-Coweta County-GA-1920,"Coweta County, GA"
288885,Miami-Dade County,FL,Clayton County,GA,261,2882,2882000,1920,2019,2020,inflow,Clayton County-Miami-Dade County-FL-1920,"Miami-Dade County, FL"
288886,Newton County,GA,Clayton County,GA,212,2843,2843000,1920,2019,2020,inflow,Clayton County-Newton County-GA-1920,"Newton County, GA"
288887,Broward County,FL,Clayton County,GA,175,2678,2678000,1920,2019,2020,inflow,Clayton County-Broward County-FL-1920,"Broward County, FL"
288888,Bibb County,GA,Clayton County,GA,152,1876,1876000,1920,2019,2020,inflow,Clayton County-Bibb County-GA-1920,"Bibb County, GA"
288889,Kings County,NY,Clayton County,GA,126,2435,2435000,1920,2019,2020,inflow,Clayton County-Kings County-NY-1920,"Kings County, NY"
288890,Chatham County,GA,Clayton County,GA,141,1941,1941000,1920,2019,2020,inflow,Clayton County-Chatham County-GA-1920,"Chatham County, GA"
288891,Queens County,NY,Clayton County,GA,132,2068,2068000,1920,2019,2020,inflow,Clayton County-Queens County-NY-1920,"Queens County, NY"
288892,Cook County,IL,Clayton County,GA,134,1737,1737000,1920,2019,2020,inflow,Clayton County-Cook County-IL-1920,"Cook County, IL"
288893,Muscogee County,GA,Clayton County,GA,134,1474,1474000,1920,2019,2020,inflow,Clayton County-Muscogee County-GA-1920,"Muscogee County, GA"
288894,Orange County,FL,Clayton County,GA,128,1898,1898000,1920,2019,2020,inflow,Clayton County-Orange County-FL-1920,"Orange County, FL"
288895,Duval County,FL,Clayton County,GA,114,1319,1319000,1920,2019,2020,inflow,Clayton County-Duval County-FL-1920,"Duval County, FL"
288896,Paulding County,GA,Clayton County,GA,119,1833,1833000,1920,2019,2020,inflow,Clayton County-Paulding County-GA-1920,"Paulding County, GA"
288897,Los Angeles County,CA,Clayton County,GA,109,2108,2108000,1920,2019,2020,inflow,Clayton County-Los Angeles County-CA-1920,"Los Angeles County, CA"
288898,Harris County,TX,Clayton County,GA,89,1149,1149000,1920,2019,2020,inflow,Clayton County-Harris County-TX-1920,"Harris County, TX"
288899,Richmond County,GA,Clayton County,GA,92,1218,1218000,1920,2019,2020,inflow,Clayton County-Richmond County-GA-1920,"Richmond County, GA"
288900,Essex County,NJ,Clayton County,GA,86,1618,1618000,1920,2019,2020,inflow,Clayton County-Essex County-NJ-1920,"Essex County, NJ"
288901,Dougherty County,GA,Clayton County,GA,83,928,928000,1920,2019,2020,inflow,Clayton County-Dougherty County-GA-1920,"Dougherty County, GA"
288902,Wayne County,MI,Clayton County,GA,69,885,885000,1920,2019,2020,inflow,Clayton County-Wayne County-MI-1920,"Wayne County, MI"
288903,Bronx County,NY,Clayton County,GA,71,1310,1310000,1920,2019,2020,inflow,Clayton County-Bronx County-NY-1920,"Bronx County, NY"
288904,Mecklenburg County,NC,Clayton County,GA,84,1155,1155000,1920,2019,2020,inflow,Clayton County-Mecklenburg County-NC-1920,"Mecklenburg County, NC"
288905,Hillsborough County,FL,Clayton County,GA,77,1149,1149000,1920,2019,2020,inflow,Clayton County-Hillsborough County-FL-1920,"Hillsborough County, FL"
288906,Palm Beach County,FL,Clayton County,GA,63,1396,1396000,1920,2019,2020,inflow,Clayton County-Palm Beach County-FL-1920,"Palm Beach County, FL"
288907,Carroll County,GA,Clayton County,GA,74,786,786000,1920,2019,2020,inflow,Clayton County-Carroll County-GA-1920,"Carroll County, GA"
288908,Marion County,IN,Clayton County,GA,66,693,693000,1920,2019,2020,inflow,Clayton County-Marion County-IN-1920,"Marion County, IN"
288909,Philadelphia County,PA,Clayton County,GA,75,868,868000,1920,2019,2020,inflow,Clayton County-Philadelphia County-PA-1920,"Philadelphia County, PA"
288910,Butts County,GA,Clayton County,GA,75,946,946000,1920,2019,2020,inflow,Clayton County-Butts County-GA-1920,"Butts County, GA"
288911,Leon County,FL,Clayton County,GA,60,906,906000,1920,2019,2020,inflow,Clayton County-Leon County-FL-1920,"Leon County, FL"
288912,Shelby County,TN,Clayton County,GA,60,714,714000,1920,2019,2020,inflow,Clayton County-Shelby County-TN-1920,"Shelby County, TN"
288913,Houston County,GA,Clayton County,GA,53,682,682000,1920,2019,2020,inflow,Clayton County-Houston County-GA-1920,"Houston County, GA"
288914,Cumberland County,NC,Clayton County,GA,67,863,863000,1920,2019,2020,inflow,Clayton County-Cumberland County-NC-1920,"Cumberland County, NC"
288915,Montgomery County,AL,Clayton County,GA,54,861,861000,1920,2019,2020,inflow,Clayton County-Montgomery County-AL-1920,"Montgomery County, AL"
288916,Clark County,NV,Clayton County,GA,53,808,808000,1920,2019,2020,inflow,Clayton County-Clark County-NV-1920,"Clark County, NV"
288917,Cherokee County,GA,Clayton County,GA,45,920,920000,1920,2019,2020,inflow,Clayton County-Cherokee County-GA-1920,"Cherokee County, GA"
288918,Franklin County,OH,Clayton County,GA,57,484,484000,1920,2019,2020,inflow,Clayton County-Franklin County-OH-1920,"Franklin County, OH"
288919,Davidson County,TN,Clayton County,GA,45,814,814000,1920,2019,2020,inflow,Clayton County-Davidson County-TN-1920,"Davidson County, TN"
