,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
178,Cobb County-Walton County-GA-1718,"Walton County, GA",1718,2017,2018,64,2131000,59,1647000,5,484000,Cobb County,Cobb County-Walton County-GA
179,Cobb County-Hennepin County-MN-1718,"Hennepin County, MN",1718,2017,2018,64,3590000,68,2314000,-4,1276000,Cobb County,Cobb County-Hennepin County-MN
180,Cobb County-Hamilton County-OH-1718,"Hamilton County, OH",1718,2017,2018,64,2243000,64,2127000,0,116000,Cobb County,Cobb County-Hamilton County-OH
181,Cobb County-Collin County-TX-1718,"Collin County, TX",1718,2017,2018,65,2770000,122,7044000,-57,-4274000,Cobb County,Cobb County-Collin County-TX
182,Cobb County-Milwaukee County-WI-1718,"Milwaukee County, WI",1718,2017,2018,70,1151000,67,1665000,3,-514000,Cobb County,Cobb County-Milwaukee County-WI
183,Cobb County-Shelby County-AL-1718,"Shelby County, AL",1718,2017,2018,53,2774000,65,2818000,-12,-44000,Cobb County,Cobb County-Shelby County-AL
184,Cobb County-Gordon County-GA-1718,"Gordon County, GA",1718,2017,2018,57,1152000,111,2286000,-54,-1134000,Cobb County,Cobb County-Gordon County-GA
185,Cobb County-Sarasota County-FL-1718,"Sarasota County, FL",1718,2017,2018,59,1504000,77,6947000,-18,-5443000,Cobb County,Cobb County-Sarasota County-FL
186,Cobb County-Whitfield County-GA-1718,"Whitfield County, GA",1718,2017,2018,59,1647000,66,2191000,-7,-544000,Cobb County,Cobb County-Whitfield County-GA
187,Cobb County-Contra Costa County-CA-1718,"Contra Costa County, CA",1718,2017,2018,57,2251000,48,2008000,9,243000,Cobb County,Cobb County-Contra Costa County-CA
188,Cobb County-Arapahoe County-CO-1718,"Arapahoe County, CO",1718,2017,2018,52,2011000,66,1622000,-14,389000,Cobb County,Cobb County-Arapahoe County-CO
189,Cobb County-Barrow County-GA-1718,"Barrow County, GA",1718,2017,2018,46,1418000,70,2022000,-24,-604000,Cobb County,Cobb County-Barrow County-GA
190,Cobb County-Polk County-GA-1718,"Polk County, GA",1718,2017,2018,55,1563000,108,2784000,-53,-1221000,Cobb County,Cobb County-Polk County-GA
191,Cobb County-Hudson County-NJ-1718,"Hudson County, NJ",1718,2017,2018,57,2656000,36,1389000,21,1267000,Cobb County,Cobb County-Hudson County-NJ
192,Cobb County-Monroe County-NY-1718,"Monroe County, NY",1718,2017,2018,56,1205000,40,580000,16,625000,Cobb County,Cobb County-Monroe County-NY
193,Cobb County-Denton County-TX-1718,"Denton County, TX",1718,2017,2018,56,2423000,103,3454000,-47,-1031000,Cobb County,Cobb County-Denton County-TX
194,Cobb County-Virginia Beach city-VA-1718,"Virginia Beach city, VA",1718,2017,2018,65,2398000,54,888000,11,1510000,Cobb County,Cobb County-Virginia Beach city-VA
195,Cobb County-Glynn County-GA-1718,"Glynn County, GA",1718,2017,2018,51,1159000,81,3138000,-30,-1979000,Cobb County,Cobb County-Glynn County-GA
196,Cobb County-Suffolk County-MA-1718,"Suffolk County, MA",1718,2017,2018,43,1796000,32,1541000,11,255000,Cobb County,Cobb County-Suffolk County-MA
197,Cobb County-Beaufort County-SC-1718,"Beaufort County, SC",1718,2017,2018,43,1641000,87,7389000,-44,-5748000,Cobb County,Cobb County-Beaufort County-SC
198,Cobb County-Rutherford County-TN-1718,"Rutherford County, TN",1718,2017,2018,59,1608000,51,2165000,8,-557000,Cobb County,Cobb County-Rutherford County-TN
199,Cobb County-Fort Bend County-TX-1718,"Fort Bend County, TX",1718,2017,2018,68,3299000,61,1572000,7,1727000,Cobb County,Cobb County-Fort Bend County-TX
200,Cobb County-Henrico County-VA-1718,"Henrico County, VA",1718,2017,2018,65,2479000,52,1533000,13,946000,Cobb County,Cobb County-Henrico County-VA
201,Cobb County-Denver County-CO-1718,"Denver County, CO",1718,2017,2018,32,1227000,69,3855000,-37,-2628000,Cobb County,Cobb County-Denver County-CO
202,Cobb County-El Paso County-CO-1718,"El Paso County, CO",1718,2017,2018,62,1547000,77,1661000,-15,-114000,Cobb County,Cobb County-El Paso County-CO
203,Cobb County-Manatee County-FL-1718,"Manatee County, FL",1718,2017,2018,50,959000,73,3914000,-23,-2955000,Cobb County,Cobb County-Manatee County-FL
204,Cobb County-Gilmer County-GA-1718,"Gilmer County, GA",1718,2017,2018,48,2512000,114,4389000,-66,-1877000,Cobb County,Cobb County-Gilmer County-GA
205,Cobb County-Buncombe County-NC-1718,"Buncombe County, NC",1718,2017,2018,45,1514000,57,2468000,-12,-954000,Cobb County,Cobb County-Buncombe County-NC
206,Cobb County-Pima County-AZ-1718,"Pima County, AZ",1718,2017,2018,32,1415000,53,1681000,-21,-266000,Cobb County,Cobb County-Pima County-AZ
207,Cobb County-Lake County-FL-1718,"Lake County, FL",1718,2017,2018,50,1522000,36,1446000,14,76000,Cobb County,Cobb County-Lake County-FL
208,Cobb County-St. Lucie County-FL-1718,"St. Lucie County, FL",1718,2017,2018,42,811000,46,1581000,-4,-770000,Cobb County,Cobb County-St. Lucie County-FL
209,Cobb County-Pasco County-FL-1718,"Pasco County, FL",1718,2017,2018,53,1739000,85,3319000,-32,-1580000,Cobb County,Cobb County-Pasco County-FL
210,Cobb County-St. Johns County-FL-1718,"St. Johns County, FL",1718,2017,2018,49,2730000,104,6223000,-55,-3493000,Cobb County,Cobb County-St. Johns County-FL
211,Cobb County-Berkeley County-SC-1718,"Berkeley County, SC",1718,2017,2018,38,1022000,35,967000,3,55000,Cobb County,Cobb County-Berkeley County-SC
212,Cobb County-Troup County-GA-1718,"Troup County, GA",1718,2017,2018,40,1040000,38,931000,2,109000,Cobb County,Cobb County-Troup County-GA
213,Cobb County-Horry County-SC-1718,"Horry County, SC",1718,2017,2018,36,507000,69,2722000,-33,-2215000,Cobb County,Cobb County-Horry County-SC
214,Cobb County-Okaloosa County-FL-1718,"Okaloosa County, FL",1718,2017,2018,45,1225000,48,3106000,-3,-1881000,Cobb County,Cobb County-Okaloosa County-FL
215,Cobb County-Salt Lake County-UT-1718,"Salt Lake County, UT",1718,2017,2018,47,1313000,69,2795000,-22,-1482000,Cobb County,Cobb County-Salt Lake County-UT
216,Cobb County-Sacramento County-CA-1718,"Sacramento County, CA",1718,2017,2018,48,1066000,40,873000,8,193000,Cobb County,Cobb County-Sacramento County-CA
217,Cobb County-Norfolk County-MA-1718,"Norfolk County, MA",1718,2017,2018,37,1764000,34,1962000,3,-198000,Cobb County,Cobb County-Norfolk County-MA
218,Cobb County-Jackson County-MO-1718,"Jackson County, MO",1718,2017,2018,35,980000,41,970000,-6,10000,Cobb County,Cobb County-Jackson County-MO
219,Cobb County-Arlington County-VA-1718,"Arlington County, VA",1718,2017,2018,30,2327000,30,1721000,0,606000,Cobb County,Cobb County-Arlington County-VA
220,Cobb County-San Francisco County-CA-1718,"San Francisco County, CA",1718,2017,2018,25,2041000,42,2801000,-17,-760000,Cobb County,Cobb County-San Francisco County-CA
221,Cobb County-Haralson County-GA-1718,"Haralson County, GA",1718,2017,2018,26,714000,70,1926000,-44,-1212000,Cobb County,Cobb County-Haralson County-GA
222,Cobb County-Oconee County-GA-1718,"Oconee County, GA",1718,2017,2018,43,1392000,51,3552000,-8,-2160000,Cobb County,Cobb County-Oconee County-GA
224,DeKalb County-Fulton County-GA-1718,"Fulton County, GA",1718,2017,2018,14113,591527000,14050,745376000,63,-153849000,DeKalb County,DeKalb County-Fulton County-GA
225,DeKalb County-Gwinnett County-GA-1718,"Gwinnett County, GA",1718,2017,2018,8214,196222000,12024,256430000,-3810,-60208000,DeKalb County,DeKalb County-Gwinnett County-GA
226,DeKalb County-Cobb County-GA-1718,"Cobb County, GA",1718,2017,2018,2942,115242000,3629,134992000,-687,-19750000,DeKalb County,DeKalb County-Cobb County-GA
227,DeKalb County-Clayton County-GA-1718,"Clayton County, GA",1718,2017,2018,2726,36925000,3449,43790000,-723,-6865000,DeKalb County,DeKalb County-Clayton County-GA
228,DeKalb County-Rockdale County-GA-1718,"Rockdale County, GA",1718,2017,2018,1222,21355000,1934,33496000,-712,-12141000,DeKalb County,DeKalb County-Rockdale County-GA
229,DeKalb County-Henry County-GA-1718,"Henry County, GA",1718,2017,2018,982,23640000,1798,33169000,-816,-9529000,DeKalb County,DeKalb County-Henry County-GA
230,DeKalb County-Newton County-GA-1718,"Newton County, GA",1718,2017,2018,811,12874000,1246,20031000,-435,-7157000,DeKalb County,DeKalb County-Newton County-GA
231,DeKalb County-Los Angeles County-CA-1718,"Los Angeles County, CA",1718,2017,2018,435,17397000,401,17181000,34,216000,DeKalb County,DeKalb County-Los Angeles County-CA
232,DeKalb County-Cook County-IL-1718,"Cook County, IL",1718,2017,2018,420,17782000,320,12626000,100,5156000,DeKalb County,DeKalb County-Cook County-IL
233,DeKalb County-Miami-Dade County-FL-1718,"Miami-Dade County, FL",1718,2017,2018,448,9859000,196,5181000,252,4678000,DeKalb County,DeKalb County-Miami-Dade County-FL
234,DeKalb County-Douglas County-GA-1718,"Douglas County, GA",1718,2017,2018,402,8331000,478,9365000,-76,-1034000,DeKalb County,DeKalb County-Douglas County-GA
235,DeKalb County-Forsyth County-GA-1718,"Forsyth County, GA",1718,2017,2018,376,12526000,868,38377000,-492,-25851000,DeKalb County,DeKalb County-Forsyth County-GA
236,DeKalb County-Broward County-FL-1718,"Broward County, FL",1718,2017,2018,362,9844000,290,11466000,72,-1622000,DeKalb County,DeKalb County-Broward County-FL
237,DeKalb County-Kings County-NY-1718,"Kings County, NY",1718,2017,2018,380,12351000,189,5640000,191,6711000,DeKalb County,DeKalb County-Kings County-NY
238,DeKalb County-Clarke County-GA-1718,"Clarke County, GA",1718,2017,2018,271,8612000,197,6254000,74,2358000,DeKalb County,DeKalb County-Clarke County-GA
239,DeKalb County-Cherokee County-GA-1718,"Cherokee County, GA",1718,2017,2018,317,10897000,408,13647000,-91,-2750000,DeKalb County,DeKalb County-Cherokee County-GA
240,DeKalb County-Mecklenburg County-NC-1718,"Mecklenburg County, NC",1718,2017,2018,280,9390000,312,12516000,-32,-3126000,DeKalb County,DeKalb County-Mecklenburg County-NC
241,DeKalb County-Harris County-TX-1718,"Harris County, TX",1718,2017,2018,275,8187000,290,9406000,-15,-1219000,DeKalb County,DeKalb County-Harris County-TX
242,DeKalb County-Davidson County-TN-1718,"Davidson County, TN",1718,2017,2018,232,9227000,175,6411000,57,2816000,DeKalb County,DeKalb County-Davidson County-TN
243,DeKalb County-Chatham County-GA-1718,"Chatham County, GA",1718,2017,2018,253,6475000,199,5594000,54,881000,DeKalb County,DeKalb County-Chatham County-GA
244,DeKalb County-Fayette County-GA-1718,"Fayette County, GA",1718,2017,2018,231,9673000,246,7402000,-15,2271000,DeKalb County,DeKalb County-Fayette County-GA
245,DeKalb County-Hillsborough County-FL-1718,"Hillsborough County, FL",1718,2017,2018,229,7267000,197,6377000,32,890000,DeKalb County,DeKalb County-Hillsborough County-FL
246,DeKalb County-Duval County-FL-1718,"Duval County, FL",1718,2017,2018,242,4755000,218,5484000,24,-729000,DeKalb County,DeKalb County-Duval County-FL
247,DeKalb County-Dallas County-TX-1718,"Dallas County, TX",1718,2017,2018,243,11244000,249,9954000,-6,1290000,DeKalb County,DeKalb County-Dallas County-TX
248,DeKalb County-Orange County-FL-1718,"Orange County, FL",1718,2017,2018,249,6817000,240,7291000,9,-474000,DeKalb County,DeKalb County-Orange County-FL
249,DeKalb County-Hall County-GA-1718,"Hall County, GA",1718,2017,2018,234,6462000,293,7656000,-59,-1194000,DeKalb County,DeKalb County-Hall County-GA
250,DeKalb County-New York County-NY-1718,"New York County, NY",1718,2017,2018,205,11648000,172,8808000,33,2840000,DeKalb County,DeKalb County-New York County-NY
251,DeKalb County-Queens County-NY-1718,"Queens County, NY",1718,2017,2018,253,5887000,104,2007000,149,3880000,DeKalb County,DeKalb County-Queens County-NY
252,DeKalb County-Jefferson County-AL-1718,"Jefferson County, AL",1718,2017,2018,212,7802000,162,6006000,50,1796000,DeKalb County,DeKalb County-Jefferson County-AL
253,DeKalb County-Shelby County-TN-1718,"Shelby County, TN",1718,2017,2018,201,4712000,145,3560000,56,1152000,DeKalb County,DeKalb County-Shelby County-TN
254,DeKalb County-Walton County-GA-1718,"Walton County, GA",1718,2017,2018,189,4877000,323,8254000,-134,-3377000,DeKalb County,DeKalb County-Walton County-GA
255,DeKalb County-Palm Beach County-FL-1718,"Palm Beach County, FL",1718,2017,2018,206,6055000,118,4063000,88,1992000,DeKalb County,DeKalb County-Palm Beach County-FL
256,DeKalb County-Bibb County-GA-1718,"Bibb County, GA",1718,2017,2018,181,4798000,142,3159000,39,1639000,DeKalb County,DeKalb County-Bibb County-GA
257,DeKalb County-Richmond County-GA-1718,"Richmond County, GA",1718,2017,2018,192,4555000,160,2721000,32,1834000,DeKalb County,DeKalb County-Richmond County-GA
258,DeKalb County-Travis County-TX-1718,"Travis County, TX",1718,2017,2018,166,6271000,90,3318000,76,2953000,DeKalb County,DeKalb County-Travis County-TX
259,DeKalb County-Franklin County-OH-1718,"Franklin County, OH",1718,2017,2018,183,7820000,205,3751000,-22,4069000,DeKalb County,DeKalb County-Franklin County-OH
260,DeKalb County-District of Columbia-DC-1718,"District of Columbia, DC",1718,2017,2018,135,7969000,132,6823000,3,1146000,DeKalb County,DeKalb County-District of Columbia-DC
261,DeKalb County-Muscogee County-GA-1718,"Muscogee County, GA",1718,2017,2018,155,3289000,140,3125000,15,164000,DeKalb County,DeKalb County-Muscogee County-GA
262,DeKalb County-Maricopa County-AZ-1718,"Maricopa County, AZ",1718,2017,2018,155,6273000,204,7266000,-49,-993000,DeKalb County,DeKalb County-Maricopa County-AZ
263,DeKalb County-Bronx County-NY-1718,"Bronx County, NY",1718,2017,2018,176,3471000,79,1137000,97,2334000,DeKalb County,DeKalb County-Bronx County-NY
264,DeKalb County-Coweta County-GA-1718,"Coweta County, GA",1718,2017,2018,142,4108000,193,10069000,-51,-5961000,DeKalb County,DeKalb County-Coweta County-GA
265,DeKalb County-Paulding County-GA-1718,"Paulding County, GA",1718,2017,2018,159,3810000,216,5007000,-57,-1197000,DeKalb County,DeKalb County-Paulding County-GA
266,DeKalb County-San Diego County-CA-1718,"San Diego County, CA",1718,2017,2018,151,5921000,124,4113000,27,1808000,DeKalb County,DeKalb County-San Diego County-CA
267,DeKalb County-King County-WA-1718,"King County, WA",1718,2017,2018,150,10120000,223,13167000,-73,-3047000,DeKalb County,DeKalb County-King County-WA
268,DeKalb County-Wake County-NC-1718,"Wake County, NC",1718,2017,2018,137,4001000,164,6857000,-27,-2856000,DeKalb County,DeKalb County-Wake County-NC
269,DeKalb County-Orleans Parish-LA-1718,"Orleans Parish, LA",1718,2017,2018,135,2738000,77,2266000,58,472000,DeKalb County,DeKalb County-Orleans Parish-LA
270,DeKalb County-Greenville County-SC-1718,"Greenville County, SC",1718,2017,2018,122,4667000,83,3175000,39,1492000,DeKalb County,DeKalb County-Greenville County-SC
271,DeKalb County-Carroll County-GA-1718,"Carroll County, GA",1718,2017,2018,100,2714000,105,1937000,-5,777000,DeKalb County,DeKalb County-Carroll County-GA
272,DeKalb County-Leon County-FL-1718,"Leon County, FL",1718,2017,2018,123,3577000,64,2162000,59,1415000,DeKalb County,DeKalb County-Leon County-FL
273,DeKalb County-Wayne County-MI-1718,"Wayne County, MI",1718,2017,2018,142,2068000,124,1638000,18,430000,DeKalb County,DeKalb County-Wayne County-MI
274,DeKalb County-Philadelphia County-PA-1718,"Philadelphia County, PA",1718,2017,2018,138,4624000,137,3698000,1,926000,DeKalb County,DeKalb County-Philadelphia County-PA
275,DeKalb County-Clark County-NV-1718,"Clark County, NV",1718,2017,2018,148,2827000,145,6034000,3,-3207000,DeKalb County,DeKalb County-Clark County-NV
276,DeKalb County-Charleston County-SC-1718,"Charleston County, SC",1718,2017,2018,114,4073000,128,5154000,-14,-1081000,DeKalb County,DeKalb County-Charleston County-SC
277,DeKalb County-Dougherty County-GA-1718,"Dougherty County, GA",1718,2017,2018,117,1753000,54,833000,63,920000,DeKalb County,DeKalb County-Dougherty County-GA
278,DeKalb County-Prince George's County-MD-1718,"Prince George's County, MD",1718,2017,2018,99,3591000,118,2313000,-19,1278000,DeKalb County,DeKalb County-Prince George's County-MD
279,DeKalb County-Fairfax County-VA-1718,"Fairfax County, VA",1718,2017,2018,124,7063000,98,4830000,26,2233000,DeKalb County,DeKalb County-Fairfax County-VA
280,DeKalb County-Richland County-SC-1718,"Richland County, SC",1718,2017,2018,116,2813000,98,2213000,18,600000,DeKalb County,DeKalb County-Richland County-SC
281,DeKalb County-Essex County-NJ-1718,"Essex County, NJ",1718,2017,2018,141,2514000,57,1437000,84,1077000,DeKalb County,DeKalb County-Essex County-NJ
282,DeKalb County-Tarrant County-TX-1718,"Tarrant County, TX",1718,2017,2018,107,2762000,135,4525000,-28,-1763000,DeKalb County,DeKalb County-Tarrant County-TX
283,DeKalb County-Pinellas County-FL-1718,"Pinellas County, FL",1718,2017,2018,119,4333000,168,8192000,-49,-3859000,DeKalb County,DeKalb County-Pinellas County-FL
284,DeKalb County-Alachua County-FL-1718,"Alachua County, FL",1718,2017,2018,106,2609000,37,1469000,69,1140000,DeKalb County,DeKalb County-Alachua County-FL
285,DeKalb County-Mobile County-AL-1718,"Mobile County, AL",1718,2017,2018,119,2012000,57,1325000,62,687000,DeKalb County,DeKalb County-Mobile County-AL
286,DeKalb County-Suffolk County-MA-1718,"Suffolk County, MA",1718,2017,2018,94,4527000,70,3503000,24,1024000,DeKalb County,DeKalb County-Suffolk County-MA
287,DeKalb County-St. Louis County-MO-1718,"St. Louis County, MO",1718,2017,2018,104,3555000,74,2839000,30,716000,DeKalb County,DeKalb County-St. Louis County-MO
288,DeKalb County-Allegheny County-PA-1718,"Allegheny County, PA",1718,2017,2018,114,3459000,121,3750000,-7,-291000,DeKalb County,DeKalb County-Allegheny County-PA
289,DeKalb County-Montgomery County-AL-1718,"Montgomery County, AL",1718,2017,2018,92,3097000,50,978000,42,2119000,DeKalb County,DeKalb County-Montgomery County-AL
290,DeKalb County-Hamilton County-OH-1718,"Hamilton County, OH",1718,2017,2018,123,2785000,115,2623000,8,162000,DeKalb County,DeKalb County-Hamilton County-OH
291,DeKalb County-Barrow County-GA-1718,"Barrow County, GA",1718,2017,2018,97,2313000,166,3453000,-69,-1140000,DeKalb County,DeKalb County-Barrow County-GA
