,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
2365,Fulton County-New Haven County-CT-1819,"New Haven County, CT",1819,2018,2019,95,3366000,49,1863000,46,1503000,Fulton County,Fulton County-New Haven County-CT
2366,Fulton County-Williamson County-TN-1819,"Williamson County, TN",1819,2018,2019,84,7003000,102,5403000,-18,1600000,Fulton County,Fulton County-Williamson County-TN
2367,Fulton County-Bay County-FL-1819,"Bay County, FL",1819,2018,2019,84,4854000,49,2640000,35,2214000,Fulton County,Fulton County-Bay County-FL
2368,Fulton County-Rutherford County-TN-1819,"Rutherford County, TN",1819,2018,2019,72,2467000,54,2618000,18,-151000,Fulton County,Fulton County-Rutherford County-TN
2369,Fulton County-Sacramento County-CA-1819,"Sacramento County, CA",1819,2018,2019,82,2568000,67,2797000,15,-229000,Fulton County,Fulton County-Sacramento County-CA
2370,Fulton County-St. Johns County-FL-1819,"St. Johns County, FL",1819,2018,2019,75,4448000,163,25599000,-88,-21151000,Fulton County,Fulton County-St. Johns County-FL
2371,Fulton County-Dawson County-GA-1819,"Dawson County, GA",1819,2018,2019,66,2787000,124,7397000,-58,-4610000,Fulton County,Fulton County-Dawson County-GA
2372,Fulton County-Johnson County-KS-1819,"Johnson County, KS",1819,2018,2019,87,10633000,55,4482000,32,6151000,Fulton County,Fulton County-Johnson County-KS
2373,Fulton County-Denton County-TX-1819,"Denton County, TX",1819,2018,2019,81,4845000,142,10584000,-61,-5739000,Fulton County,Fulton County-Denton County-TX
2374,Fulton County-Pasco County-FL-1819,"Pasco County, FL",1819,2018,2019,93,4950000,71,2457000,22,2493000,Fulton County,Fulton County-Pasco County-FL
2375,Fulton County-Glynn County-GA-1819,"Glynn County, GA",1819,2018,2019,64,2358000,125,16229000,-61,-13871000,Fulton County,Fulton County-Glynn County-GA
2376,Fulton County-Beaufort County-SC-1819,"Beaufort County, SC",1819,2018,2019,57,3441000,152,19720000,-95,-16279000,Fulton County,Fulton County-Beaufort County-SC
2377,Fulton County-Riverside County-CA-1819,"Riverside County, CA",1819,2018,2019,70,3845000,49,2282000,21,1563000,Fulton County,Fulton County-Riverside County-CA
2378,Fulton County-Washtenaw County-MI-1819,"Washtenaw County, MI",1819,2018,2019,50,2904000,33,2096000,17,808000,Fulton County,Fulton County-Washtenaw County-MI
2379,Fulton County-Tuscaloosa County-AL-1819,"Tuscaloosa County, AL",1819,2018,2019,60,1937000,43,1930000,17,7000,Fulton County,Fulton County-Tuscaloosa County-AL
2380,Fulton County-Douglas County-CO-1819,"Douglas County, CO",1819,2018,2019,74,4056000,50,2565000,24,1491000,Fulton County,Fulton County-Douglas County-CO
2381,Fulton County-El Paso County-CO-1819,"El Paso County, CO",1819,2018,2019,80,2131000,55,1344000,25,787000,Fulton County,Fulton County-El Paso County-CO
2382,Fulton County-Bulloch County-GA-1819,"Bulloch County, GA",1819,2018,2019,55,1285000,45,1351000,10,-66000,Fulton County,Fulton County-Bulloch County-GA
2383,Fulton County-Jackson County-GA-1819,"Jackson County, GA",1819,2018,2019,69,2920000,76,3408000,-7,-488000,Fulton County,Fulton County-Jackson County-GA
2384,Fulton County-Norfolk County-MA-1819,"Norfolk County, MA",1819,2018,2019,67,2687000,73,4916000,-6,-2229000,Fulton County,Fulton County-Norfolk County-MA
2385,Fulton County-Cumberland County-NC-1819,"Cumberland County, NC",1819,2018,2019,75,1248000,54,1093000,21,155000,Fulton County,Fulton County-Cumberland County-NC
2386,Fulton County-Salt Lake County-UT-1819,"Salt Lake County, UT",1819,2018,2019,68,2311000,73,6462000,-5,-4151000,Fulton County,Fulton County-Salt Lake County-UT
2387,Fulton County-Alexandria city-VA-1819,"Alexandria city, VA",1819,2018,2019,63,7497000,69,3722000,-6,3775000,Fulton County,Fulton County-Alexandria city-VA
2388,Fulton County-Anne Arundel County-MD-1819,"Anne Arundel County, MD",1819,2018,2019,77,4074000,37,1784000,40,2290000,Fulton County,Fulton County-Anne Arundel County-MD
2389,Fulton County-Hinds County-MS-1819,"Hinds County, MS",1819,2018,2019,58,1383000,43,522000,15,861000,Fulton County,Fulton County-Hinds County-MS
2390,Fulton County-Bernalillo County-NM-1819,"Bernalillo County, NM",1819,2018,2019,59,2895000,38,2479000,21,416000,Fulton County,Fulton County-Bernalillo County-NM
2391,Fulton County-San Bernardino County-CA-1819,"San Bernardino County, CA",1819,2018,2019,56,1589000,60,1588000,-4,1000,Fulton County,Fulton County-San Bernardino County-CA
2392,Fulton County-Lumpkin County-GA-1819,"Lumpkin County, GA",1819,2018,2019,50,1812000,43,1975000,7,-163000,Fulton County,Fulton County-Lumpkin County-GA
2393,Fulton County-Manatee County-FL-1819,"Manatee County, FL",1819,2018,2019,62,3743000,108,12345000,-46,-8602000,Fulton County,Fulton County-Manatee County-FL
2394,Fulton County-Union County-NJ-1819,"Union County, NJ",1819,2018,2019,58,3741000,37,1311000,21,2430000,Fulton County,Fulton County-Union County-NJ
2395,Fulton County-Jackson County-MO-1819,"Jackson County, MO",1819,2018,2019,62,2269000,37,1970000,25,299000,Fulton County,Fulton County-Jackson County-MO
2396,Fulton County-Montgomery County-OH-1819,"Montgomery County, OH",1819,2018,2019,65,2019000,51,1259000,14,760000,Fulton County,Fulton County-Montgomery County-OH
2397,Fulton County-Chester County-PA-1819,"Chester County, PA",1819,2018,2019,78,5031000,27,1325000,51,3706000,Fulton County,Fulton County-Chester County-PA
2398,Fulton County-Oklahoma County-OK-1819,"Oklahoma County, OK",1819,2018,2019,76,3066000,36,1182000,40,1884000,Fulton County,Fulton County-Oklahoma County-OK
2399,Fulton County-Okaloosa County-FL-1819,"Okaloosa County, FL",1819,2018,2019,57,1859000,55,3269000,2,-1410000,Fulton County,Fulton County-Okaloosa County-FL
2400,Fulton County-Honolulu County-HI-1819,"Honolulu County, HI",1819,2018,2019,55,2097000,57,3894000,-2,-1797000,Fulton County,Fulton County-Honolulu County-HI
2401,Fulton County-Jefferson Parish-LA-1819,"Jefferson Parish, LA",1819,2018,2019,62,1263000,59,2393000,3,-1130000,Fulton County,Fulton County-Jefferson Parish-LA
2402,Fulton County-Baldwin County-AL-1819,"Baldwin County, AL",1819,2018,2019,53,5674000,55,2966000,-2,2708000,Fulton County,Fulton County-Baldwin County-AL
2403,Fulton County-Providence County-RI-1819,"Providence County, RI",1819,2018,2019,42,1628000,46,1407000,-4,221000,Fulton County,Fulton County-Providence County-RI
2404,Fulton County-Loudoun County-VA-1819,"Loudoun County, VA",1819,2018,2019,58,3802000,61,3111000,-3,691000,Fulton County,Fulton County-Loudoun County-VA
2405,Fulton County-Habersham County-GA-1819,"Habersham County, GA",1819,2018,2019,44,1908000,39,1653000,5,255000,Fulton County,Fulton County-Habersham County-GA
2406,Fulton County-Macomb County-MI-1819,"Macomb County, MI",1819,2018,2019,48,1161000,38,1619000,10,-458000,Fulton County,Fulton County-Macomb County-MI
2407,Fulton County-Pima County-AZ-1819,"Pima County, AZ",1819,2018,2019,39,2165000,44,2011000,-5,154000,Fulton County,Fulton County-Pima County-AZ
2408,Fulton County-Walton County-FL-1819,"Walton County, FL",1819,2018,2019,35,5719000,94,41011000,-59,-35292000,Fulton County,Fulton County-Walton County-FL
2409,Fulton County-Spartanburg County-SC-1819,"Spartanburg County, SC",1819,2018,2019,33,1818000,33,1326000,0,492000,Fulton County,Fulton County-Spartanburg County-SC
2410,Fulton County-Williamson County-TX-1819,"Williamson County, TX",1819,2018,2019,36,1592000,49,2510000,-13,-918000,Fulton County,Fulton County-Williamson County-TX
2411,Fulton County-Pierce County-WA-1819,"Pierce County, WA",1819,2018,2019,51,2208000,43,1568000,8,640000,Fulton County,Fulton County-Pierce County-WA
2412,Fulton County-St. Lucie County-FL-1819,"St. Lucie County, FL",1819,2018,2019,45,1189000,44,1417000,1,-228000,Fulton County,Fulton County-St. Lucie County-FL
2413,Fulton County-Hamilton County-IN-1819,"Hamilton County, IN",1819,2018,2019,59,3041000,40,3422000,19,-381000,Fulton County,Fulton County-Hamilton County-IN
2414,Fulton County-Montgomery County-TN-1819,"Montgomery County, TN",1819,2018,2019,35,596000,38,943000,-3,-347000,Fulton County,Fulton County-Montgomery County-TN
2415,Fulton County-Benton County-AR-1819,"Benton County, AR",1819,2018,2019,39,2623000,55,3903000,-16,-1280000,Fulton County,Fulton County-Benton County-AR
2416,Fulton County-Osceola County-FL-1819,"Osceola County, FL",1819,2018,2019,50,1104000,51,2253000,-1,-1149000,Fulton County,Fulton County-Osceola County-FL
2417,Fulton County-Pickens County-GA-1819,"Pickens County, GA",1819,2018,2019,29,951000,91,9119000,-62,-8168000,Fulton County,Fulton County-Pickens County-GA
2418,Fulton County-Whitfield County-GA-1819,"Whitfield County, GA",1819,2018,2019,35,1146000,35,1456000,0,-310000,Fulton County,Fulton County-Whitfield County-GA
2419,Fulton County-Howard County-MD-1819,"Howard County, MD",1819,2018,2019,39,3193000,51,2970000,-12,223000,Fulton County,Fulton County-Howard County-MD
2420,Fulton County-York County-SC-1819,"York County, SC",1819,2018,2019,31,918000,37,1874000,-6,-956000,Fulton County,Fulton County-York County-SC
2421,Fulton County-Bell County-TX-1819,"Bell County, TX",1819,2018,2019,49,1041000,53,793000,-4,248000,Fulton County,Fulton County-Bell County-TX
2422,Fulton County-Berkeley County-SC-1819,"Berkeley County, SC",1819,2018,2019,31,1631000,54,2239000,-23,-608000,Fulton County,Fulton County-Berkeley County-SC
2424,Gwinnett County-DeKalb County-GA-1819,"DeKalb County, GA",1819,2018,2019,11547,261314000,8059,202314000,3488,59000000,Gwinnett County,Gwinnett County-DeKalb County-GA
2425,Gwinnett County-Fulton County-GA-1819,"Fulton County, GA",1819,2018,2019,5520,183831000,5913,237095000,-393,-53264000,Gwinnett County,Gwinnett County-Fulton County-GA
2426,Gwinnett County-Cobb County-GA-1819,"Cobb County, GA",1819,2018,2019,2249,59776000,2088,59918000,161,-142000,Gwinnett County,Gwinnett County-Cobb County-GA
2427,Gwinnett County-Hall County-GA-1819,"Hall County, GA",1819,2018,2019,1685,46474000,2999,109271000,-1314,-62797000,Gwinnett County,Gwinnett County-Hall County-GA
2428,Gwinnett County-Forsyth County-GA-1819,"Forsyth County, GA",1819,2018,2019,1267,44778000,2440,93656000,-1173,-48878000,Gwinnett County,Gwinnett County-Forsyth County-GA
2429,Gwinnett County-Barrow County-GA-1819,"Barrow County, GA",1819,2018,2019,1192,25407000,2608,61084000,-1416,-35677000,Gwinnett County,Gwinnett County-Barrow County-GA
2430,Gwinnett County-Walton County-GA-1819,"Walton County, GA",1819,2018,2019,1060,27811000,2796,77914000,-1736,-50103000,Gwinnett County,Gwinnett County-Walton County-GA
2431,Gwinnett County-Clayton County-GA-1819,"Clayton County, GA",1819,2018,2019,913,14088000,821,11465000,92,2623000,Gwinnett County,Gwinnett County-Clayton County-GA
2432,Gwinnett County-Broward County-FL-1819,"Broward County, FL",1819,2018,2019,662,11852000,322,7597000,340,4255000,Gwinnett County,Gwinnett County-Broward County-FL
2433,Gwinnett County-Rockdale County-GA-1819,"Rockdale County, GA",1819,2018,2019,589,12460000,789,15507000,-200,-3047000,Gwinnett County,Gwinnett County-Rockdale County-GA
2434,Gwinnett County-Miami-Dade County-FL-1819,"Miami-Dade County, FL",1819,2018,2019,581,9822000,323,7470000,258,2352000,Gwinnett County,Gwinnett County-Miami-Dade County-FL
2435,Gwinnett County-Henry County-GA-1819,"Henry County, GA",1819,2018,2019,534,11823000,632,12259000,-98,-436000,Gwinnett County,Gwinnett County-Henry County-GA
2436,Gwinnett County-Newton County-GA-1819,"Newton County, GA",1819,2018,2019,516,11116000,668,14318000,-152,-3202000,Gwinnett County,Gwinnett County-Newton County-GA
2437,Gwinnett County-Los Angeles County-CA-1819,"Los Angeles County, CA",1819,2018,2019,480,11807000,308,8284000,172,3523000,Gwinnett County,Gwinnett County-Los Angeles County-CA
2438,Gwinnett County-Queens County-NY-1819,"Queens County, NY",1819,2018,2019,496,9855000,155,3570000,341,6285000,Gwinnett County,Gwinnett County-Queens County-NY
2439,Gwinnett County-Clarke County-GA-1819,"Clarke County, GA",1819,2018,2019,398,9047000,414,10681000,-16,-1634000,Gwinnett County,Gwinnett County-Clarke County-GA
2440,Gwinnett County-Cherokee County-GA-1819,"Cherokee County, GA",1819,2018,2019,426,12849000,653,25413000,-227,-12564000,Gwinnett County,Gwinnett County-Cherokee County-GA
2441,Gwinnett County-Jackson County-GA-1819,"Jackson County, GA",1819,2018,2019,465,21230000,1562,50911000,-1097,-29681000,Gwinnett County,Gwinnett County-Jackson County-GA
2442,Gwinnett County-Kings County-NY-1819,"Kings County, NY",1819,2018,2019,419,7735000,142,3060000,277,4675000,Gwinnett County,Gwinnett County-Kings County-NY
2443,Gwinnett County-Cook County-IL-1819,"Cook County, IL",1819,2018,2019,392,9708000,227,5503000,165,4205000,Gwinnett County,Gwinnett County-Cook County-IL
2444,Gwinnett County-Orange County-FL-1819,"Orange County, FL",1819,2018,2019,373,6595000,226,5927000,147,668000,Gwinnett County,Gwinnett County-Orange County-FL
2445,Gwinnett County-Harris County-TX-1819,"Harris County, TX",1819,2018,2019,348,7442000,276,8024000,72,-582000,Gwinnett County,Gwinnett County-Harris County-TX
2446,Gwinnett County-Douglas County-GA-1819,"Douglas County, GA",1819,2018,2019,328,6707000,276,5771000,52,936000,Gwinnett County,Gwinnett County-Douglas County-GA
2447,Gwinnett County-Hillsborough County-FL-1819,"Hillsborough County, FL",1819,2018,2019,297,6601000,282,6974000,15,-373000,Gwinnett County,Gwinnett County-Hillsborough County-FL
2448,Gwinnett County-Mecklenburg County-NC-1819,"Mecklenburg County, NC",1819,2018,2019,245,6696000,248,7757000,-3,-1061000,Gwinnett County,Gwinnett County-Mecklenburg County-NC
2449,Gwinnett County-Bronx County-NY-1819,"Bronx County, NY",1819,2018,2019,306,4986000,87,1296000,219,3690000,Gwinnett County,Gwinnett County-Bronx County-NY
2450,Gwinnett County-Palm Beach County-FL-1819,"Palm Beach County, FL",1819,2018,2019,248,6162000,194,8548000,54,-2386000,Gwinnett County,Gwinnett County-Palm Beach County-FL
2451,Gwinnett County-Chatham County-GA-1819,"Chatham County, GA",1819,2018,2019,226,4513000,158,4768000,68,-255000,Gwinnett County,Gwinnett County-Chatham County-GA
2452,Gwinnett County-Duval County-FL-1819,"Duval County, FL",1819,2018,2019,207,5138000,252,7598000,-45,-2460000,Gwinnett County,Gwinnett County-Duval County-FL
2453,Gwinnett County-Shelby County-TN-1819,"Shelby County, TN",1819,2018,2019,201,3500000,124,2542000,77,958000,Gwinnett County,Gwinnett County-Shelby County-TN
2454,Gwinnett County-Suffolk County-NY-1819,"Suffolk County, NY",1819,2018,2019,195,4725000,61,983000,134,3742000,Gwinnett County,Gwinnett County-Suffolk County-NY
2455,Gwinnett County-Jefferson County-AL-1819,"Jefferson County, AL",1819,2018,2019,190,4967000,153,3854000,37,1113000,Gwinnett County,Gwinnett County-Jefferson County-AL
2456,Gwinnett County-Orange County-CA-1819,"Orange County, CA",1819,2018,2019,225,4823000,150,6594000,75,-1771000,Gwinnett County,Gwinnett County-Orange County-CA
2457,Gwinnett County-Essex County-NJ-1819,"Essex County, NJ",1819,2018,2019,178,3593000,47,736000,131,2857000,Gwinnett County,Gwinnett County-Essex County-NJ
2458,Gwinnett County-Maricopa County-AZ-1819,"Maricopa County, AZ",1819,2018,2019,194,5586000,199,6358000,-5,-772000,Gwinnett County,Gwinnett County-Maricopa County-AZ
2459,Gwinnett County-Paulding County-GA-1819,"Paulding County, GA",1819,2018,2019,188,4195000,209,6250000,-21,-2055000,Gwinnett County,Gwinnett County-Paulding County-GA
2460,Gwinnett County-Nassau County-NY-1819,"Nassau County, NY",1819,2018,2019,164,4686000,59,1258000,105,3428000,Gwinnett County,Gwinnett County-Nassau County-NY
2461,Gwinnett County-Davidson County-TN-1819,"Davidson County, TN",1819,2018,2019,159,3956000,120,4045000,39,-89000,Gwinnett County,Gwinnett County-Davidson County-TN
2462,Gwinnett County-Muscogee County-GA-1819,"Muscogee County, GA",1819,2018,2019,157,3536000,117,2572000,40,964000,Gwinnett County,Gwinnett County-Muscogee County-GA
2463,Gwinnett County-Richmond County-GA-1819,"Richmond County, GA",1819,2018,2019,149,3498000,133,3013000,16,485000,Gwinnett County,Gwinnett County-Richmond County-GA
2464,Gwinnett County-Wake County-NC-1819,"Wake County, NC",1819,2018,2019,171,5453000,139,5754000,32,-301000,Gwinnett County,Gwinnett County-Wake County-NC
2465,Gwinnett County-San Diego County-CA-1819,"San Diego County, CA",1819,2018,2019,148,4539000,154,3858000,-6,681000,Gwinnett County,Gwinnett County-San Diego County-CA
2466,Gwinnett County-Fayette County-GA-1819,"Fayette County, GA",1819,2018,2019,134,3369000,187,6406000,-53,-3037000,Gwinnett County,Gwinnett County-Fayette County-GA
2467,Gwinnett County-New York County-NY-1819,"New York County, NY",1819,2018,2019,133,2979000,99,5495000,34,-2516000,Gwinnett County,Gwinnett County-New York County-NY
2468,Gwinnett County-Dallas County-TX-1819,"Dallas County, TX",1819,2018,2019,127,3343000,150,7466000,-23,-4123000,Gwinnett County,Gwinnett County-Dallas County-TX
2469,Gwinnett County-Lee County-FL-1819,"Lee County, FL",1819,2018,2019,164,3556000,103,4694000,61,-1138000,Gwinnett County,Gwinnett County-Lee County-FL
2470,Gwinnett County-Tarrant County-TX-1819,"Tarrant County, TX",1819,2018,2019,157,3149000,126,4139000,31,-990000,Gwinnett County,Gwinnett County-Tarrant County-TX
2471,Gwinnett County-Bibb County-GA-1819,"Bibb County, GA",1819,2018,2019,150,2741000,102,1724000,48,1017000,Gwinnett County,Gwinnett County-Bibb County-GA
2472,Gwinnett County-Clark County-NV-1819,"Clark County, NV",1819,2018,2019,151,3780000,166,3769000,-15,11000,Gwinnett County,Gwinnett County-Clark County-NV
2473,Gwinnett County-Prince George's County-MD-1819,"Prince George's County, MD",1819,2018,2019,137,3385000,97,1749000,40,1636000,Gwinnett County,Gwinnett County-Prince George's County-MD
2474,Gwinnett County-Bergen County-NJ-1819,"Bergen County, NJ",1819,2018,2019,158,4630000,58,1235000,100,3395000,Gwinnett County,Gwinnett County-Bergen County-NJ
2475,Gwinnett County-Hamilton County-TN-1819,"Hamilton County, TN",1819,2018,2019,129,2921000,94,3052000,35,-131000,Gwinnett County,Gwinnett County-Hamilton County-TN
2476,Gwinnett County-Philadelphia County-PA-1819,"Philadelphia County, PA",1819,2018,2019,173,2474000,57,1048000,116,1426000,Gwinnett County,Gwinnett County-Philadelphia County-PA
2477,Gwinnett County-Greenville County-SC-1819,"Greenville County, SC",1819,2018,2019,133,3579000,119,3345000,14,234000,Gwinnett County,Gwinnett County-Greenville County-SC
2478,Gwinnett County-Marion County-IN-1819,"Marion County, IN",1819,2018,2019,146,2094000,64,1232000,82,862000,Gwinnett County,Gwinnett County-Marion County-IN
2479,Gwinnett County-Richland County-SC-1819,"Richland County, SC",1819,2018,2019,117,3268000,101,1618000,16,1650000,Gwinnett County,Gwinnett County-Richland County-SC
2480,Gwinnett County-Columbia County-GA-1819,"Columbia County, GA",1819,2018,2019,125,3868000,101,3219000,24,649000,Gwinnett County,Gwinnett County-Columbia County-GA
2481,Gwinnett County-Coweta County-GA-1819,"Coweta County, GA",1819,2018,2019,131,3142000,227,6718000,-96,-3576000,Gwinnett County,Gwinnett County-Coweta County-GA
2482,Gwinnett County-Cuyahoga County-OH-1819,"Cuyahoga County, OH",1819,2018,2019,118,4023000,65,1946000,53,2077000,Gwinnett County,Gwinnett County-Cuyahoga County-OH
2483,Gwinnett County-Fairfax County-VA-1819,"Fairfax County, VA",1819,2018,2019,100,4410000,85,3259000,15,1151000,Gwinnett County,Gwinnett County-Fairfax County-VA
2484,Gwinnett County-Brevard County-FL-1819,"Brevard County, FL",1819,2018,2019,117,2479000,118,4954000,-1,-2475000,Gwinnett County,Gwinnett County-Brevard County-FL
2485,Gwinnett County-King County-WA-1819,"King County, WA",1819,2018,2019,104,2907000,117,6325000,-13,-3418000,Gwinnett County,Gwinnett County-King County-WA
2486,Gwinnett County-Carroll County-GA-1819,"Carroll County, GA",1819,2018,2019,96,2935000,108,2433000,-12,502000,Gwinnett County,Gwinnett County-Carroll County-GA
2487,Gwinnett County-Montgomery County-MD-1819,"Montgomery County, MD",1819,2018,2019,106,3330000,90,2871000,16,459000,Gwinnett County,Gwinnett County-Montgomery County-MD
2488,Gwinnett County-Pinellas County-FL-1819,"Pinellas County, FL",1819,2018,2019,86,2233000,145,8377000,-59,-6144000,Gwinnett County,Gwinnett County-Pinellas County-FL
2489,Gwinnett County-Wayne County-MI-1819,"Wayne County, MI",1819,2018,2019,111,2521000,69,2512000,42,9000,Gwinnett County,Gwinnett County-Wayne County-MI
2490,Gwinnett County-Santa Clara County-CA-1819,"Santa Clara County, CA",1819,2018,2019,104,6264000,81,3610000,23,2654000,Gwinnett County,Gwinnett County-Santa Clara County-CA
2491,Gwinnett County-Houston County-GA-1819,"Houston County, GA",1819,2018,2019,110,2427000,109,2147000,1,280000,Gwinnett County,Gwinnett County-Houston County-GA
2492,Gwinnett County-Charleston County-SC-1819,"Charleston County, SC",1819,2018,2019,100,2172000,86,2728000,14,-556000,Gwinnett County,Gwinnett County-Charleston County-SC
2493,Gwinnett County-Hennepin County-MN-1819,"Hennepin County, MN",1819,2018,2019,103,2394000,65,1575000,38,819000,Gwinnett County,Gwinnett County-Hennepin County-MN
2494,Gwinnett County-Bay County-FL-1819,"Bay County, FL",1819,2018,2019,94,2297000,73,3808000,21,-1511000,Gwinnett County,Gwinnett County-Bay County-FL
2495,Gwinnett County-Seminole County-FL-1819,"Seminole County, FL",1819,2018,2019,94,2468000,89,2566000,5,-98000,Gwinnett County,Gwinnett County-Seminole County-FL
2496,Gwinnett County-Bulloch County-GA-1819,"Bulloch County, GA",1819,2018,2019,68,1488000,46,1001000,22,487000,Gwinnett County,Gwinnett County-Bulloch County-GA
2497,Gwinnett County-Middlesex County-NJ-1819,"Middlesex County, NJ",1819,2018,2019,91,2571000,44,1158000,47,1413000,Gwinnett County,Gwinnett County-Middlesex County-NJ
2498,Gwinnett County-Fairfield County-CT-1819,"Fairfield County, CT",1819,2018,2019,75,1807000,41,1694000,34,113000,Gwinnett County,Gwinnett County-Fairfield County-CT
2499,Gwinnett County-Escambia County-FL-1819,"Escambia County, FL",1819,2018,2019,82,1894000,83,3487000,-1,-1593000,Gwinnett County,Gwinnett County-Escambia County-FL
2500,Gwinnett County-Bartow County-GA-1819,"Bartow County, GA",1819,2018,2019,98,1471000,99,2619000,-1,-1148000,Gwinnett County,Gwinnett County-Bartow County-GA
2501,Gwinnett County-Lumpkin County-GA-1819,"Lumpkin County, GA",1819,2018,2019,67,1529000,78,3001000,-11,-1472000,Gwinnett County,Gwinnett County-Lumpkin County-GA
2502,Gwinnett County-Baltimore County-MD-1819,"Baltimore County, MD",1819,2018,2019,100,1796000,40,758000,60,1038000,Gwinnett County,Gwinnett County-Baltimore County-MD
2503,Gwinnett County-Oakland County-MI-1819,"Oakland County, MI",1819,2018,2019,89,2613000,66,1830000,23,783000,Gwinnett County,Gwinnett County-Oakland County-MI
2504,Gwinnett County-Guilford County-NC-1819,"Guilford County, NC",1819,2018,2019,93,1834000,54,1476000,39,358000,Gwinnett County,Gwinnett County-Guilford County-NC
2505,Gwinnett County-Franklin County-OH-1819,"Franklin County, OH",1819,2018,2019,97,1820000,92,1579000,5,241000,Gwinnett County,Gwinnett County-Franklin County-OH
2506,Gwinnett County-Travis County-TX-1819,"Travis County, TX",1819,2018,2019,81,1859000,87,2820000,-6,-961000,Gwinnett County,Gwinnett County-Travis County-TX
2507,Gwinnett County-Madison County-AL-1819,"Madison County, AL",1819,2018,2019,86,3046000,68,1141000,18,1905000,Gwinnett County,Gwinnett County-Madison County-AL
2508,Gwinnett County-Riverside County-CA-1819,"Riverside County, CA",1819,2018,2019,93,2563000,49,999000,44,1564000,Gwinnett County,Gwinnett County-Riverside County-CA
2509,Gwinnett County-San Bernardino County-CA-1819,"San Bernardino County, CA",1819,2018,2019,73,1526000,60,825000,13,701000,Gwinnett County,Gwinnett County-San Bernardino County-CA
2510,Gwinnett County-Honolulu County-HI-1819,"Honolulu County, HI",1819,2018,2019,74,2151000,51,1532000,23,619000,Gwinnett County,Gwinnett County-Honolulu County-HI
2511,Gwinnett County-Middlesex County-MA-1819,"Middlesex County, MA",1819,2018,2019,94,2145000,54,3794000,40,-1649000,Gwinnett County,Gwinnett County-Middlesex County-MA
2512,Gwinnett County-Lee County-AL-1819,"Lee County, AL",1819,2018,2019,81,2824000,53,1318000,28,1506000,Gwinnett County,Gwinnett County-Lee County-AL
2513,Gwinnett County-DuPage County-IL-1819,"DuPage County, IL",1819,2018,2019,85,2386000,63,1531000,22,855000,Gwinnett County,Gwinnett County-DuPage County-IL
2514,Gwinnett County-Montgomery County-AL-1819,"Montgomery County, AL",1819,2018,2019,84,1771000,88,2158000,-4,-387000,Gwinnett County,Gwinnett County-Montgomery County-AL
2515,Gwinnett County-Lowndes County-GA-1819,"Lowndes County, GA",1819,2018,2019,67,1378000,66,1409000,1,-31000,Gwinnett County,Gwinnett County-Lowndes County-GA
2516,Gwinnett County-Beaufort County-SC-1819,"Beaufort County, SC",1819,2018,2019,70,2162000,78,6305000,-8,-4143000,Gwinnett County,Gwinnett County-Beaufort County-SC
2517,Gwinnett County-Alameda County-CA-1819,"Alameda County, CA",1819,2018,2019,65,2938000,59,2035000,6,903000,Gwinnett County,Gwinnett County-Alameda County-CA
2518,Gwinnett County-Cumberland County-NC-1819,"Cumberland County, NC",1819,2018,2019,87,1574000,30,647000,57,927000,Gwinnett County,Gwinnett County-Cumberland County-NC
2519,Gwinnett County-Durham County-NC-1819,"Durham County, NC",1819,2018,2019,67,1668000,47,1149000,20,519000,Gwinnett County,Gwinnett County-Durham County-NC
2520,Gwinnett County-Dougherty County-GA-1819,"Dougherty County, GA",1819,2018,2019,89,1259000,55,923000,34,336000,Gwinnett County,Gwinnett County-Dougherty County-GA
2521,Gwinnett County-Polk County-FL-1819,"Polk County, FL",1819,2018,2019,76,1474000,118,3344000,-42,-1870000,Gwinnett County,Gwinnett County-Polk County-FL
2522,Gwinnett County-Monroe County-NY-1819,"Monroe County, NY",1819,2018,2019,75,1708000,38,954000,37,754000,Gwinnett County,Gwinnett County-Monroe County-NY
2523,Gwinnett County-Oconee County-GA-1819,"Oconee County, GA",1819,2018,2019,71,2297000,263,15689000,-192,-13392000,Gwinnett County,Gwinnett County-Oconee County-GA
2524,Gwinnett County-St. Louis County-MO-1819,"St. Louis County, MO",1819,2018,2019,81,1842000,47,2011000,34,-169000,Gwinnett County,Gwinnett County-St. Louis County-MO
2525,Gwinnett County-Knox County-TN-1819,"Knox County, TN",1819,2018,2019,50,1273000,91,2042000,-41,-769000,Gwinnett County,Gwinnett County-Knox County-TN
2526,Gwinnett County-Sacramento County-CA-1819,"Sacramento County, CA",1819,2018,2019,79,1816000,38,1011000,41,805000,Gwinnett County,Gwinnett County-Sacramento County-CA
2527,Gwinnett County-Lake County-FL-1819,"Lake County, FL",1819,2018,2019,73,2038000,59,1344000,14,694000,Gwinnett County,Gwinnett County-Lake County-FL
2528,Gwinnett County-Pasco County-FL-1819,"Pasco County, FL",1819,2018,2019,69,2303000,78,1972000,-9,331000,Gwinnett County,Gwinnett County-Pasco County-FL
2529,Gwinnett County-Habersham County-GA-1819,"Habersham County, GA",1819,2018,2019,62,1915000,141,6310000,-79,-4395000,Gwinnett County,Gwinnett County-Habersham County-GA
2530,Gwinnett County-Bexar County-TX-1819,"Bexar County, TX",1819,2018,2019,81,1559000,107,3195000,-26,-1636000,Gwinnett County,Gwinnett County-Bexar County-TX
